ligand,receptor,secreted
WNT10A,FZD10,TRUE
WNT8B,FZD10,TRUE
WNT9A,FZD10,TRUE
WNT9B,FZD10,TRUE
MYOC,FZD10,TRUE
SFRP4,FZD10,FALSE
SFRP5,FZD10,TRUE
WNT1,FZD4,FALSE
SFRP2,FZD4,TRUE
WNT5A,FZD4,FALSE
NDP,FZD4,FALSE
WNT8A,FZD4,TRUE
WNT3A,FZD4,FALSE
WNT10B,FZD4,TRUE
WNT2,FZD4,TRUE
WNT7A,FZD4,TRUE
WNT4,FZD4,TRUE
WNT6,FZD4,FALSE
WNT11,FZD4,TRUE
WNT16,FZD4,TRUE
WNT2B,FZD4,TRUE
WNT3,FZD4,TRUE
WNT5B,FZD4,TRUE
WNT7B,FZD4,TRUE
WNT10A,FZD4,TRUE
WNT8B,FZD4,TRUE
WNT9A,FZD4,TRUE
WNT9B,FZD4,TRUE
MYOC,FZD4,TRUE
SFRP4,FZD4,FALSE
SFRP5,FZD4,TRUE
WNT1,FZD5,FALSE
SFRP2,FZD5,TRUE
WNT5A,FZD5,FALSE
WNT8A,FZD5,TRUE
WNT3A,FZD5,FALSE
WNT10B,FZD5,TRUE
WNT2,FZD5,TRUE
WNT7A,FZD5,TRUE
WNT4,FZD5,TRUE
WNT6,FZD5,FALSE
WNT11,FZD5,TRUE
WNT16,FZD5,TRUE
WNT2B,FZD5,TRUE
WNT3,FZD5,TRUE
WNT5B,FZD5,TRUE
WNT7B,FZD5,TRUE
WNT10A,FZD5,TRUE
WNT8B,FZD5,TRUE
WNT9A,FZD5,TRUE
WNT9B,FZD5,TRUE
SFRP4,FZD5,FALSE
SFRP5,FZD5,TRUE
WNT1,FZD9,FALSE
SFRP2,FZD9,TRUE
WNT5A,FZD9,FALSE
WNT8A,FZD9,TRUE
WNT3A,FZD9,FALSE
WNT10B,FZD9,TRUE
WNT2,FZD9,TRUE
WNT7A,FZD9,TRUE
WNT4,FZD9,TRUE
WNT6,FZD9,FALSE
WNT11,FZD9,TRUE
WNT16,FZD9,TRUE
WNT2B,FZD9,TRUE
WNT3,FZD9,TRUE
WNT5B,FZD9,TRUE
WNT7B,FZD9,TRUE
WNT10A,FZD9,TRUE
WNT8B,FZD9,TRUE
WNT9A,FZD9,TRUE
WNT9B,FZD9,TRUE
SFRP4,FZD9,FALSE
SFRP5,FZD9,TRUE
JAG1,CD46,FALSE
CD209,CD46,FALSE
C4B,CD46,TRUE
KIT,EPOR,FALSE
EPO,EPOR,FALSE
KITLG,EPOR,TRUE
PTPN6,EPOR,TRUE
INHBA,EPOR,TRUE
KIT,PTPRU,FALSE
TNF,PTPRU,FALSE
GNRH2,PTPRU,TRUE
KIT,PTPRO,FALSE
KITLG,PTPRO,TRUE
KIT,CD81,FALSE
CD99,CD81,FALSE
KIT,CSF2RA,FALSE
PTPN6,CSF2RA,TRUE
CSF1,CSF2RA,FALSE
CSF3,CSF2RA,TRUE
CSF2,CSF2RA,TRUE
KIT,CD63,FALSE
AMELX,CD63,FALSE
AMBN,CD63,TRUE
AMELY,CD63,TRUE
ENAM,CD63,TRUE
AGT,AGTR2,FALSE
SFRP2,WNT2,TRUE
DKK1,WNT2,TRUE
FRZB,WNT2,TRUE
WIF1,WNT2,FALSE
RSPO1,WNT2,TRUE
RSPO2,WNT2,FALSE
RSPO3,WNT2,TRUE
RSPO4,WNT2,TRUE
DKK4,WNT2,TRUE
DKK2,WNT2,TRUE
DRAXIN,WNT2,TRUE
SOSTDC1,WNT2,TRUE
SOST,WNT2,TRUE
CER1,WNT2,TRUE
SERPINF1,WNT2,TRUE
SFRP4,WNT2,FALSE
SFRP5,WNT2,TRUE
SFRP2,WNT5A,TRUE
FRZB,WNT5A,TRUE
WIF1,WNT5A,FALSE
CER1,WNT5A,TRUE
SFRP4,WNT5A,FALSE
SFRP5,WNT5A,TRUE
SFRP2,WNT3A,TRUE
DKK1,WNT3A,TRUE
FRZB,WNT3A,TRUE
WIF1,WNT3A,FALSE
RSPO1,WNT3A,TRUE
RSPO2,WNT3A,FALSE
RSPO3,WNT3A,TRUE
RSPO4,WNT3A,TRUE
DKK4,WNT3A,TRUE
DKK2,WNT3A,TRUE
DRAXIN,WNT3A,TRUE
SOSTDC1,WNT3A,TRUE
SOST,WNT3A,TRUE
CER1,WNT3A,TRUE
SERPINF1,WNT3A,TRUE
SFRP4,WNT3A,FALSE
SFRP5,WNT3A,TRUE
SFRP2,WNT6,TRUE
DKK1,WNT6,TRUE
FRZB,WNT6,TRUE
WIF1,WNT6,FALSE
RSPO1,WNT6,TRUE
RSPO2,WNT6,FALSE
RSPO3,WNT6,TRUE
RSPO4,WNT6,TRUE
DKK4,WNT6,TRUE
DKK2,WNT6,TRUE
DRAXIN,WNT6,TRUE
SOSTDC1,WNT6,TRUE
SOST,WNT6,TRUE
CER1,WNT6,TRUE
SERPINF1,WNT6,TRUE
SFRP4,WNT6,FALSE
SFRP5,WNT6,TRUE
SFRP2,WNT5B,TRUE
WIF1,WNT5B,FALSE
CER1,WNT5B,TRUE
SFRP4,WNT5B,FALSE
SFRP5,WNT5B,TRUE
AFDN,PTPRM,FALSE
GZMA,PARD3,FALSE
PRSS1,PARD3,FALSE
CTSG,PARD3,FALSE
PLG,PARD3,TRUE
PRSS3,PARD3,FALSE
PRSS2,PARD3,FALSE
NECTIN2,PARD3,FALSE
NECTIN4,PARD3,FALSE
VCAN,SELL,FALSE
PODXL2,SELL,FALSE
CD34,SELL,FALSE
APOB,ENO1,TRUE
TNF,PSEN1,FALSE
FGF19,NR0B2,TRUE
EFNB2,GRM5,FALSE
IL4,IL4R,TRUE
PTPN6,IL4R,TRUE
IL2,IL4R,TRUE
IL13,IL4R,TRUE
HGF,SPHK1,TRUE
TNF,SPHK1,FALSE
TGFB2,SPHK1,TRUE
PDGFA,SPHK1,TRUE
PDGFB,SPHK1,FALSE
PDGFD,SPHK1,TRUE
VEGFA,SPHK1,FALSE
DBH,ADRA1D,FALSE
IFNG,VCAM1,TRUE
CD40LG,VCAM1,FALSE
IL4,VCAM1,TRUE
TNF,VCAM1,FALSE
INS,VCAM1,TRUE
IL15,VCAM1,FALSE
VEGFA,VCAM1,FALSE
IL18,VCAM1,TRUE
TNFSF12,VCAM1,FALSE
THBS1,VCAM1,FALSE
ICAM1,VCAM1,FALSE
DBH,ADRA1B,FALSE
IGF2,S1PR1,TRUE
PDGFB,S1PR1,FALSE
FGF2,S1PR1,TRUE
KDR,S1PR1,FALSE
VEGFA,S1PR1,FALSE
SPP1,S1PR1,TRUE
BMP2,HJV,TRUE
BMP7,HJV,TRUE
BMP6,HJV,TRUE
BMP4,HJV,TRUE
BMP5,HJV,TRUE
FST,HJV,TRUE
RGMA,HJV,TRUE
TLN1,ITGA2B,FALSE
RELN,ITGA2B,FALSE
VTN,ITGA2B,TRUE
CALR,ITGA2B,FALSE
THBS1,ITGA2B,FALSE
THBS2,ITGA2B,FALSE
VWF,ITGA2B,TRUE
COMP,ITGA2B,TRUE
LAMB1,ITGA2B,FALSE
LAMA4,ITGA2B,FALSE
LAMA5,ITGA2B,FALSE
LAMC1,ITGA2B,FALSE
LAMC2,ITGA2B,FALSE
TNC,ITGA2B,FALSE
COL6A3,ITGA2B,TRUE
LAMA3,ITGA2B,FALSE
ICAM4,ITGA2B,FALSE
LAMC3,ITGA2B,FALSE
LAMA1,ITGA2B,FALSE
LAMB3,ITGA2B,FALSE
SPP1,ITGA2B,TRUE
LAMA2,ITGA2B,FALSE
LAMB2,ITGA2B,FALSE
CHAD,ITGA2B,FALSE
COL6A6,ITGA2B,TRUE
THBS4,ITGA2B,FALSE
COL11A2,ITGA2B,TRUE
WNT5A,LDLR,FALSE
EGF,LDLR,TRUE
IL1B,LDLR,TRUE
OSM,LDLR,TRUE
WNT7A,LDLR,TRUE
ACTR2,LDLR,FALSE
AVP,LDLR,TRUE
APOA1,LDLR,FALSE
APOE,LDLR,TRUE
APOB,LDLR,TRUE
APOC3,LDLR,TRUE
APOC2,LDLR,TRUE
ARPC5,LDLR,FALSE
PF4,LDLR,TRUE
PCSK9,LDLR,FALSE
APOA4,LDLR,TRUE
APOA2,LDLR,TRUE
TF,LDLR,FALSE
HSPA8,LDLR,FALSE
WNT5A,VANGL2,FALSE
WNT5A,PTPRK,FALSE
BMP7,PTPRK,TRUE
LGALS9,PTPRK,TRUE
WNT5A,ANTXR1,FALSE
GDF11,ANTXR1,TRUE
WNT5A,LRP2,FALSE
EGF,LRP2,TRUE
INS,LRP2,TRUE
SHH,LRP2,FALSE
LEP,LRP2,TRUE
ACTR2,LRP2,FALSE
MDK,LRP2,TRUE
AGT,LRP2,FALSE
AVP,LRP2,TRUE
TG,LRP2,TRUE
APOA1,LRP2,FALSE
APOE,LRP2,TRUE
APOB,LRP2,TRUE
APOC3,LRP2,TRUE
APOC2,LRP2,TRUE
ARPC5,LRP2,FALSE
PLG,LRP2,TRUE
LPA,LRP2,TRUE
APOA4,LRP2,TRUE
APOA2,LRP2,TRUE
TF,LRP2,FALSE
HSPA8,LRP2,FALSE
GC,LRP2,TRUE
SCGB1A1,LRP2,TRUE
WNT5A,RORA,FALSE
CCNA2,ITGAM,FALSE
CD40LG,ITGAM,FALSE
MST1,ITGAM,TRUE
IL2,ITGAM,TRUE
KNG1,ITGAM,TRUE
CXCL8,ITGAM,TRUE
HP,ITGAM,TRUE
CTGF,ITGAM,FALSE
APOB,ITGAM,TRUE
ICAM1,ITGAM,FALSE
PLG,ITGAM,TRUE
LPA,ITGAM,TRUE
ICAM4,ITGAM,FALSE
ICAM2,ITGAM,FALSE
SPON2,ITGAM,TRUE
CYR61,ITGAM,FALSE
CCNA2,ITGAV,FALSE
CSF1,ITGAV,FALSE
TGFB1,ITGAV,FALSE
PDGFB,ITGAV,FALSE
FGF2,ITGAV,TRUE
CXCL12,ITGAV,FALSE
CX3CL1,ITGAV,FALSE
VEGFA,ITGAV,FALSE
L1CAM,ITGAV,FALSE
RELN,ITGAV,FALSE
VTN,ITGAV,TRUE
CALR,ITGAV,FALSE
THBS1,ITGAV,FALSE
THBS2,ITGAV,FALSE
VWF,ITGAV,TRUE
COMP,ITGAV,TRUE
LAMB1,ITGAV,FALSE
LAMA4,ITGAV,FALSE
LAMA5,ITGAV,FALSE
LAMC1,ITGAV,FALSE
LAMC2,ITGAV,FALSE
NID1,ITGAV,TRUE
TNC,ITGAV,FALSE
MFGE8,ITGAV,TRUE
COL6A3,ITGAV,TRUE
LAMA3,ITGAV,FALSE
ICAM4,ITGAV,FALSE
LAMC3,ITGAV,FALSE
ANGPTL3,ITGAV,FALSE
LAMA1,ITGAV,FALSE
LAMB3,ITGAV,FALSE
SPP1,ITGAV,TRUE
LAMA2,ITGAV,FALSE
LAMB2,ITGAV,FALSE
EDIL3,ITGAV,FALSE
AZGP1,ITGAV,TRUE
CHAD,ITGAV,FALSE
COL6A6,ITGAV,TRUE
THBS4,ITGAV,FALSE
FNDC5,ITGAV,TRUE
PLA2G2A,ITGAV,FALSE
CYR61,ITGAV,FALSE
COL11A2,ITGAV,TRUE
CCNA2,TLR4,FALSE
IFNG,TLR4,TRUE
IL6,TLR4,TRUE
IL21,TLR4,TRUE
DEFB4B,TLR4,TRUE
VIP,TLR4,TRUE
HP,TLR4,TRUE
APOB,TLR4,TRUE
DCN,TLR4,FALSE
RETN,TLR4,TRUE
S100A1,TLR4,TRUE
HSPA4,TLR4,FALSE
S100A8,TLR4,TRUE
S100A12,TLR4,TRUE
S100A9,TLR4,TRUE
SFTPD,TLR4,FALSE
ANGPTL2,TLR4,TRUE
PRG4,TLR4,TRUE
IL22,IL10RB,TRUE
IL10,IL10RB,TRUE
PTPN6,IL10RB,TRUE
IL24,IL10RB,TRUE
IL26,IL10RB,TRUE
IFNL1,IL10RB,TRUE
IFNL2,IL10RB,TRUE
IFNL3,IL10RB,TRUE
UCN2,IL10RB,TRUE
UCN3,IL10RB,TRUE
IFNL4,IL10RB,TRUE
IL22,IL20RA,TRUE
PTPN6,IL20RA,TRUE
IL24,IL20RA,TRUE
IL20,IL20RA,TRUE
IL26,IL20RA,TRUE
IL19,IL20RA,TRUE
IL22,IL22RA2,TRUE
PTPN6,IL22RA2,TRUE
IL22,IL22RA1,TRUE
PTPN6,IL22RA1,TRUE
IL24,IL22RA1,TRUE
IL20,IL22RA1,TRUE
IL22,IL10RA,TRUE
IL10,IL10RA,TRUE
PTPN6,IL10RA,TRUE
IL22,IL21R,TRUE
PTPN6,IL21R,TRUE
IL21,IL21R,TRUE
EPO,CRLF3,FALSE
EPO,SLC52A2,FALSE
IL6,SLC52A2,TRUE
IFNG,IL15,TRUE
FLT3LG,IL15,FALSE
IL21,IL15,TRUE
TNFSF10,TNFRSF11B,TRUE
IL4,TNFRSF11B,TRUE
TGFB1,TNFRSF11B,FALSE
TNF,TNFRSF11B,FALSE
IL13,TNFRSF11B,TRUE
PDGFA,TNFRSF11B,TRUE
FGF2,TNFRSF11B,TRUE
TNFSF13,TNFRSF11B,FALSE
TNFSF11,TNFRSF11B,FALSE
VTN,TNFRSF11B,TRUE
PTH,TNFRSF11B,TRUE
THBS1,TNFRSF11B,FALSE
VWF,TNFRSF11B,TRUE
TNFRSF1A,TNFRSF1B,FALSE
LTA,TNFRSF1B,TRUE
TNF,TNFRSF1B,FALSE
GRN,TNFRSF1B,TRUE
IL1B,NR2C2,TRUE
IL10,SIRPG,TRUE
IL10,TFRC,TRUE
IFNG,TFRC,TRUE
TNFSF13B,TFRC,FALSE
CSF3,TFRC,TRUE
TF,TFRC,FALSE
IL10,CD14,TRUE
IL10,CSF1,TRUE
IFNG,CSF1,TRUE
IL6,CSF1,TRUE
IL1A,CSF1,FALSE
CSF2,CSF1,TRUE
TGFB1,CSF1,FALSE
IL1B,CSF1,TRUE
IL3,CSF1,TRUE
VEGFA,CSF1,FALSE
IL10,IL1RN,TRUE
IL6,IL1RN,TRUE
HGF,IL1RN,TRUE
TGFB1,IL1RN,FALSE
TNF,IL1RN,FALSE
PTPN6,CD3D,TRUE
CD80,CD3D,FALSE
HLA-A,CD3D,FALSE
HLA-B,CD3D,FALSE
HLA-C,CD3D,FALSE
SLURP1,CHRNB1,TRUE
SLURP2,CHRNB1,TRUE
PTPN11,MPZL1,FALSE
IFNG,IFNGR1,TRUE
IFNB1,IFNGR1,TRUE
PTPN11,IFNGR1,FALSE
PTPN6,IFNGR1,TRUE
IFNA1,IFNGR1,FALSE
IFNA10,IFNGR1,TRUE
IFNA14,IFNGR1,TRUE
IFNA16,IFNGR1,TRUE
IFNA17,IFNGR1,TRUE
IFNA2,IFNGR1,TRUE
IFNA21,IFNGR1,TRUE
IFNA4,IFNGR1,TRUE
IFNA5,IFNGR1,TRUE
IFNA6,IFNGR1,TRUE
IFNA7,IFNGR1,TRUE
IFNA8,IFNGR1,TRUE
IFNG,IFNGR2,TRUE
IFNB1,IFNGR2,TRUE
PTPN6,IFNGR2,TRUE
IFNA1,IFNGR2,FALSE
IFNA10,IFNGR2,TRUE
IFNA14,IFNGR2,TRUE
IFNA16,IFNGR2,TRUE
IFNA17,IFNGR2,TRUE
IFNA2,IFNGR2,TRUE
IFNA21,IFNGR2,TRUE
IFNA4,IFNGR2,TRUE
IFNA5,IFNGR2,TRUE
IFNA6,IFNGR2,TRUE
IFNA7,IFNGR2,TRUE
IFNA8,IFNGR2,TRUE
IFNG,IL23R,TRUE
PTPN6,IL23R,TRUE
IL23A,IL23R,TRUE
IL12B,IL23R,TRUE
IFNG,PIGR,TRUE
TNF,PIGR,FALSE
PIGA,PIGR,FALSE
IFNG,GABRQ,TRUE
IFNG,CD40LG,TRUE
TSLP,CD40LG,TRUE
IFNA1,CD40LG,FALSE
ICOS,CD40LG,FALSE
IFNG,TPO,TRUE
TG,TPO,TRUE
IFNG,KLRD1,TRUE
HLA-G,KLRD1,FALSE
HLA-A,KLRD1,FALSE
HLA-B,KLRD1,FALSE
HLA-C,KLRD1,FALSE
HLA-F,KLRD1,FALSE
CD160,KLRD1,FALSE
HLA-E,KLRD1,FALSE
IFNG,FCGR1A,TRUE
IFNG,FGF9,TRUE
FGFR3,FGF9,FALSE
FGFR4,FGF9,FALSE
IFNG,TNFRSF14,TRUE
TNFSF14,TNFRSF14,FALSE
LTA,TNFRSF14,TRUE
TNFSF13,TNFRSF14,FALSE
MIF,TNFRSF14,FALSE
CD160,TNFRSF14,FALSE
IFNG,ANPEP,TRUE
IL4,ANPEP,TRUE
IL1B,ANPEP,TRUE
FGF2,ANPEP,TRUE
IFNG,CXCL12,TRUE
CCL5,CXCL12,TRUE
IL6,CXCL12,TRUE
IL1A,CXCL12,FALSE
CSF3,CXCL12,TRUE
TGFB1,CXCL12,FALSE
IL2,CXCL12,TRUE
IL13,CXCL12,TRUE
IFNA1,CXCL12,FALSE
IL17A,CXCL12,FALSE
IL18,CXCL12,TRUE
CTSG,CXCL12,FALSE
ADIPOQ,CXCL12,TRUE
SLIT2,CXCL12,TRUE
DPP4,CXCL12,FALSE
IFNG,CXCL10,TRUE
TNF,CXCL10,FALSE
IL1B,CXCL10,TRUE
OSM,CXCL10,TRUE
CCL21,CXCL10,TRUE
IL17F,CXCL10,TRUE
IFNG,HLA-E,TRUE
IFNA1,HLA-E,FALSE
IFNL1,HLA-E,TRUE
IFNG,IL17A,TRUE
IL6,IL17A,TRUE
TGFB1,IL17A,FALSE
IL23A,IL17A,TRUE
IL17RA,IL17A,FALSE
TNFSF4,IL17A,FALSE
CYR61,IL17A,FALSE
IGF2,GPR152,TRUE
CCL4,GPR152,TRUE
BDNF,GPR152,TRUE
BMP10,GPR152,FALSE
GAST,GPR152,TRUE
IFNA8,GPR152,TRUE
ADIPOQ,GPR152,TRUE
CCL4L1,GPR152,FALSE
RB1,SFTPD,FALSE
CXCL9,DPP4,FALSE
IL1A,DPP4,FALSE
CXCL10,DPP4,FALSE
CXCL11,DPP4,TRUE
IL2,DPP4,TRUE
CXCL12,DPP4,FALSE
CCL11,DPP4,TRUE
CCL22,DPP4,TRUE
CXCL2,DPP4,TRUE
GIP,DPP4,TRUE
GCG,DPP4,TRUE
NPPB,DPP4,TRUE
ADCYAP1,DPP4,TRUE
VIP,DPP4,TRUE
NPY,DPP4,TRUE
PYY,DPP4,TRUE
CCL5,GPR75,TRUE
CCL5,CCRL2,TRUE
CCL19,CCRL2,TRUE
RARRES2,CCRL2,TRUE
CCL5,TNFRSF4,TRUE
IL2,TNFRSF4,TRUE
TNFSF4,TNFRSF4,FALSE
CCL4,CNR2,TRUE
ADIPOQ,CNR2,TRUE
CCL4,GPRC5D,TRUE
CCL4,SLC7A1,TRUE
CSF1,SLC7A1,FALSE
IL6,HRH1,TRUE
IL6,OXTR,TRUE
OXT,OXTR,TRUE
AVP,OXTR,TRUE
IL6,TSHR,TRUE
ADM,TSHR,TRUE
ADM2,TSHR,TRUE
CALCA,TSHR,TRUE
CALCB,TSHR,TRUE
IAPP,TSHR,TRUE
CRH,TSHR,TRUE
POMC,TSHR,TRUE
CGA,TSHR,TRUE
FSHB,TSHR,TRUE
GHRH,TSHR,TRUE
GIP,TSHR,TRUE
GCG,TSHR,TRUE
LHB,TSHR,TRUE
NPS,TSHR,TRUE
AVP,TSHR,TRUE
ADCYAP1,TSHR,TRUE
VIP,TSHR,TRUE
PTHLH,TSHR,TRUE
PTH2,TSHR,TRUE
RLN2,TSHR,TRUE
RLN3,TSHR,FALSE
INSL3,TSHR,TRUE
SCT,TSHR,TRUE
TSHB,TSHR,TRUE
CALR,TSHR,FALSE
PTH,TSHR,TRUE
GPHA2,TSHR,FALSE
GPHB5,TSHR,TRUE
IL6,AGT,TRUE
TGFB1,AGT,FALSE
CTSG,AGT,FALSE
IL6,MSR1,TRUE
CSF1,MSR1,FALSE
ADIPOQ,MSR1,TRUE
KMT2E,RARA,FALSE
EGF,FSHR,TRUE
BMP6,FSHR,TRUE
CGA,FSHR,TRUE
FSHB,FSHR,TRUE
EGF,RHBDL2,TRUE
EFNB3,RHBDL2,FALSE
EFNB2,RHBDL2,FALSE
EGF,NRP1,TRUE
HGF,NRP1,TRUE
FGF1,NRP1,TRUE
FGF2,NRP1,TRUE
FGF4,NRP1,TRUE
FGF7,NRP1,TRUE
VEGFB,NRP1,TRUE
KDR,NRP1,FALSE
VEGFA,NRP1,FALSE
L1CAM,NRP1,FALSE
SEMA3A,NRP1,TRUE
SEMA3C,NRP1,FALSE
SEMA3F,NRP1,TRUE
PGF,NRP1,FALSE
SEMA3D,NRP1,FALSE
SEMA3E,NRP1,FALSE
CNTN2,NRP1,FALSE
SEMA3B,NRP1,FALSE
ALCAM,NRP1,FALSE
EGF,PGR,TRUE
FGF7,PGR,TRUE
EGF,BSG,TRUE
EGF,ITGA7,TRUE
RELN,ITGA7,FALSE
VTN,ITGA7,TRUE
THBS1,ITGA7,FALSE
THBS2,ITGA7,FALSE
VWF,ITGA7,TRUE
COMP,ITGA7,TRUE
LAMB1,ITGA7,FALSE
LAMA4,ITGA7,FALSE
LAMA5,ITGA7,FALSE
LAMC1,ITGA7,FALSE
LAMC2,ITGA7,FALSE
TNC,ITGA7,FALSE
COL6A3,ITGA7,TRUE
LAMA3,ITGA7,FALSE
LAMC3,ITGA7,FALSE
LAMA1,ITGA7,FALSE
LAMB3,ITGA7,FALSE
SPP1,ITGA7,TRUE
LAMA2,ITGA7,FALSE
LAMB2,ITGA7,FALSE
CHAD,ITGA7,FALSE
COL6A6,ITGA7,TRUE
THBS4,ITGA7,FALSE
DUSP18,ITGA7,FALSE
COL11A2,ITGA7,TRUE
EGF,TAS2R19,TRUE
EGF,DGCR2,TRUE
EGF,OPRM1,TRUE
POMC,OPRM1,TRUE
PDYN,OPRM1,TRUE
PENK,OPRM1,TRUE
NPFF,OPRM1,TRUE
IL1A,IL1R1,FALSE
IL1B,IL1R1,TRUE
IL12A,IL1R1,TRUE
IFNA1,IL1R1,FALSE
IL1RAP,IL1R1,FALSE
IL12B,IL1R1,TRUE
IL1RN,IL1R1,TRUE
IL1F10,IL1R1,TRUE
IL1A,IL1RAP,FALSE
IL1B,IL1RAP,TRUE
IL36G,IL1RAP,TRUE
IL1RN,IL1RAP,TRUE
IL33,IL1RAP,TRUE
IL36A,IL1RAP,TRUE
IL36B,IL1RAP,TRUE
IL36RN,IL1RAP,TRUE
IL1A,IL1R2,FALSE
IL1B,IL1R2,TRUE
IL1RN,IL1R2,TRUE
IL1A,C3,FALSE
CD40LG,C3,FALSE
IL2,C3,TRUE
CTSG,C3,FALSE
TF,C3,FALSE
C4B,C3,TRUE
DKK1,KREMEN2,TRUE
DKK4,KREMEN2,TRUE
DKK2,KREMEN2,TRUE
DKK1,KREMEN1,TRUE
DKK4,KREMEN1,TRUE
DKK2,KREMEN1,TRUE
DKK3,KREMEN1,TRUE
DKK1,LRP4,TRUE
APOE,LRP4,TRUE
SOSTDC1,LRP4,TRUE
SOST,LRP4,TRUE
LPA,LPAR3,TRUE
LTA,EDNRA,TRUE
AGT,EDNRA,FALSE
EDN1,EDNRA,TRUE
EDN2,EDNRA,TRUE
EDN3,EDNRA,TRUE
TNC,EDNRA,FALSE
DBH,ADRA2B,FALSE
CSF3,FPR1,TRUE
THPO,FPR1,TRUE
ANXA1,FPR1,FALSE
SAA1,FPR1,TRUE
VTN,FPR1,TRUE
FAM3D,FPR1,TRUE
FAM19A4,FPR1,FALSE
NTN1,UNC5B,TRUE
GDNF,EDNRB,FALSE
EDN1,EDNRB,TRUE
EDN2,EDNRB,TRUE
EDN3,EDNRB,TRUE
TH,DRD2,FALSE
CCK,CNR1,TRUE
CXCL13,OPRD1,TRUE
POMC,OPRD1,TRUE
PDYN,OPRD1,TRUE
PENK,OPRD1,TRUE
ASMT,MTNR1B,FALSE
COPA,MTNR1B,TRUE
EDN1,ADCY8,TRUE
CALML3,ADCY8,FALSE
EDN1,ADCY9,TRUE
CGA,LHCGR,TRUE
CGB3,LHCGR,FALSE
LHB,LHCGR,TRUE
CGB7,LHCGR,TRUE
FGFR3,CHRM1,FALSE
EDN1,CHRM1,TRUE
CHAT,CHRM1,FALSE
TNFSF14,LTBR,FALSE
LTA,LTBR,TRUE
LTB,LTBR,FALSE
TNF,LTBR,FALSE
TNFSF14,TNFRSF6B,FALSE
FASLG,TNFRSF6B,FALSE
TNFSF15,TNFRSF6B,FALSE
TNFSF14,OPN4,FALSE
CD40LG,CD80,FALSE
CCL22,CD80,TRUE
CD274,CD80,FALSE
HLA-A,CD80,FALSE
CD8A,CD80,FALSE
HLA-DRA,CD80,FALSE
HLA-DRB1,CD80,FALSE
CD8B,CD80,FALSE
CD40LG,LY9,FALSE
CD40LG,CD47,FALSE
VTN,CD47,TRUE
THBS1,CD47,FALSE
THBS2,CD47,FALSE
LGALS9,CD47,TRUE
COMP,CD47,TRUE
THBS4,CD47,FALSE
SIRPB2,CD47,TRUE
CD40LG,IGHM,FALSE
TNFSF13B,TNFRSF13C,FALSE
TNFSF13B,TNFRSF17,FALSE
IL4,TNFRSF17,TRUE
CD70,TNFRSF17,FALSE
IL1B,TNFRSF17,TRUE
TNFSF13,TNFRSF17,FALSE
TNFSF13B,TNFRSF13B,FALSE
CD70,TNFRSF13B,FALSE
TNFSF13,TNFRSF13B,FALSE
TNFSF13B,HLA-DPB1,FALSE
NRG1,HLA-DPB1,FALSE
LTA,TNFRSF1A,TRUE
LTB,TNFRSF1A,FALSE
TNF,TNFRSF1A,FALSE
TNFRSF1B,TNFRSF1A,FALSE
FASLG,TNFRSF1A,FALSE
IL2,TNFRSF1A,TRUE
TNFSF13,TNFRSF1A,FALSE
TNFSF12,TNFRSF1A,FALSE
GRN,TNFRSF1A,TRUE
S100B,TNFRSF1A,TRUE
NRG1,MS4A4A,FALSE
NRG1,ADGRL1,FALSE
NRG1,LGR4,FALSE
NDP,LGR4,FALSE
RSPO1,LGR4,TRUE
RSPO2,LGR4,FALSE
RSPO3,LGR4,TRUE
RSPO4,LGR4,TRUE
TNFSF11,LGR4,FALSE
NRG1,LSR,FALSE
APOE,LSR,TRUE
APOB,LSR,TRUE
NRG1,NETO2,FALSE
NRG1,GRIN1,FALSE
NLGN1,GRIN1,FALSE
NGF,SORCS2,TRUE
NGF,MAGED1,TRUE
IL4R,IL13RA1,FALSE
IL4,IL13RA1,TRUE
PTPN6,IL13RA1,TRUE
IL13,IL13RA1,TRUE
IL4,IL13RA2,TRUE
PTPN6,IL13RA2,TRUE
TNFSF9,IL13RA2,TRUE
IL13,IL13RA2,TRUE
IL4,CD53,TRUE
IL2,CD53,TRUE
IL4,IL12RB2,TRUE
PTPN6,IL12RB2,TRUE
IL1B,IL12RB2,TRUE
IL12A,IL12RB2,TRUE
IL23A,IL12RB2,TRUE
IL12B,IL12RB2,TRUE
IL4,CLEC4G,TRUE
IL4,IL12RB1,TRUE
PTPN6,IL12RB1,TRUE
IL1B,IL12RB1,TRUE
IL12A,IL12RB1,TRUE
IL23A,IL12RB1,TRUE
IL27,IL12RB1,FALSE
IL12B,IL12RB1,TRUE
IL4,IL12A,TRUE
IL1B,IL12A,TRUE
IL4,SELP,TRUE
CXCL8,SELP,TRUE
VWF,SELP,TRUE
VCAN,SELP,FALSE
CD34,SELP,FALSE
IL4,MS4A2,TRUE
IL4,MUC5AC,TRUE
TNF,MUC5AC,FALSE
IL13,MUC5AC,TRUE
TFF1,MUC5AC,TRUE
GZMA,F2RL1,FALSE
TGFB1,F2RL1,FALSE
TNF,F2RL1,FALSE
PRSS1,F2RL1,FALSE
CTSG,F2RL1,FALSE
CTGF,F2RL1,FALSE
PLG,F2RL1,TRUE
PRSS3,F2RL1,FALSE
PRSS2,F2RL1,FALSE
GZMA,F2RL2,FALSE
PRSS1,F2RL2,FALSE
CTSG,F2RL2,FALSE
PLG,F2RL2,TRUE
